artist_id,album_id
1WKWq0nqnFD4J5d3cDBT4g,10bhCJ7daf2nMjusxT1mG1
5yX1miY4VIySXNpldnJyZ9,6lHOhcImT5cALDPRdz1mj3
5agkf8YyrpbOfUGlU9sSu4,5LVI9MdD7IpCrAjFZALbZm
3naY4Tq98GRh9K8xOsINyv,4hLc2a2yG40iO4yQqAME4K
25uk210UmVGsLFuHXu4Tk4,3IiOUQ7i45L0JXjs2K6L5j
0wDxGk8lL6WF7coLlEd5oD,4wV3dB01X9I9B07VgsREra
6E8e2gBG96PKDoBLMNfBnh,6mIGYzy9fIQStMxfFb9BG7
2IsulP0BplLNJn8BGsvUQo,1G5c4qLfcpv8GA8pdDMagI
4BeDVC50BVhB0bjQqjbhmt,6F2v7LexjLd1UQ5V2Rsbfn
4mN0qcMxWX8oToqfDPM5yV,1pd3Og5drnhCyVH6m006qy
15rAk59bkem77M41QhFHd9,4AfxjpuTdr2LuzmF08prZh
3pg5Fl63QT7zPTvKanW90F,2Atzkl2WJfSecpDIzvJ66l
1hlm4624KU8nu7fxMRKxDP,4UxYRkBI4ZJH2S9twPxUaB
1DoGu017HBH9armSl4M0Sb,4soFAJsXxUdcXDaqrZ9Vhk
6ncoEJh9XkgxPcrB7kESlu,4Kkn1goJIijnU4s0pWMT0I
4YgACLaoEjPl4kVZ5WmBN9,3AdiKjgy86xmuyv7YC12kV
24bjpqvtL4njPVHpx6fGzv,2DqcH0ulfwUfqnmFEXiVfG
44pcCp7VUormBNSiK1m0ya,16CjMvHg1cSdgBmhf7erVA
0sF5VGRNDG21cQTgTawJSd,4rgkKwVNM3Y1pfb3WfKj9C
2CENWLcJKOSG2rL4sotGKh,2ix44MuHsHXsV35Y3mt0qL
52cM6vrM4MJ8g4H7Ibo5fZ,3nT6mvpD6MCSZHEAuWxKEj
30DO4quiOW02lNQ8XGldRK,3wZyfUkuURAzPxuILUhlmp
59sabZEdH1o4BqCUzXGmd7,5Dp62ZcJ0Jyz9vm9mRqrxF
30wwNbASvE9GkBDsNVCsnn,4Oub4TcLSzoCJAllFc2phU
4I61op5v2v1kabf5V44j0n,4tPaSFs69fKQyjkCvlfKMq
44m1ovlejfbuMlJUYWMgpE,7oMOkj0sa5pUqtjmd0QWmt
